Mod:Item:MetaData, Localized Name
thermaldynamics:cover:0, Maple Fence Cover
thermaldynamics:cover:0, Citrus Fence Cover
thermaldynamics:cover:0, Giant Sequoia Fence Cover
thermaldynamics:cover:0, Ipe Fence Cover
thermaldynamics:cover:0, Padauk Fence Cover
thermaldynamics:cover:0, Cocobolo Fence Cover
thermaldynamics:cover:0, Zebrawood Fence Cover
thermaldynamics:cover:0, Larch Fence (Fireproof) Cover
thermaldynamics:cover:0, Teak Fence (Fireproof) Cover
thermaldynamics:cover:0, Desert Acacia Fence (Fireproof) Cover
thermaldynamics:cover:0, Lime Fence (Fireproof) Cover
thermaldynamics:cover:0, Chestnut Fence (Fireproof) Cover
thermaldynamics:cover:0, Wenge Fence (Fireproof) Cover
thermaldynamics:cover:0, Baobab Fence (Fireproof) Cover
thermaldynamics:cover:0, Sequoia Fence (Fireproof) Cover
thermaldynamics:cover:0, Kapok Fence (Fireproof) Cover
thermaldynamics:cover:0, Ebony Fence (Fireproof) Cover
thermaldynamics:cover:0, Mahogany Fence (Fireproof) Cover
thermaldynamics:cover:0, Balsa Fence (Fireproof) Cover
thermaldynamics:cover:0, Willow Fence (Fireproof) Cover
thermaldynamics:cover:0, Walnut Fence (Fireproof) Cover
thermaldynamics:cover:0, Greenheart Fence (Fireproof) Cover
thermaldynamics:cover:0, Cherry Fence (Fireproof) Cover
thermaldynamics:cover:0, Mahoe Fence (Fireproof) Cover
thermaldynamics:cover:0, Poplar Fence (Fireproof) Cover
thermaldynamics:cover:0, Palm Fence (Fireproof) Cover
thermaldynamics:cover:0, Papaya Fence (Fireproof) Cover
thermaldynamics:cover:0, Pine Fence (Fireproof) Cover
thermaldynamics:cover:0, Plum Fence (Fireproof) Cover
thermaldynamics:cover:0, Maple Fence (Fireproof) Cover
thermaldynamics:cover:0, Citrus Fence (Fireproof) Cover
thermaldynamics:cover:0, Giant Sequoia Fence (Fireproof) Cover
thermaldynamics:cover:0, Ipe Fence (Fireproof) Cover
thermaldynamics:cover:0, Padauk Fence (Fireproof) Cover
thermaldynamics:cover:0, Cocobolo Fence (Fireproof) Cover
thermaldynamics:cover:0, Zebrawood Fence (Fireproof) Cover
thermaldynamics:cover:0, Oak Fence (Fireproof) Cover
thermaldynamics:cover:0, Spruce Fence (Fireproof) Cover
thermaldynamics:cover:0, Birch Fence (Fireproof) Cover
thermaldynamics:cover:0, Jungle Fence (Fireproof) Cover
thermaldynamics:cover:0, Acacia Fence (Fireproof) Cover
thermaldynamics:cover:0, Dark Oak Fence (Fireproof) Cover
thermaldynamics:cover:0, Larch Fence Gate Cover
thermaldynamics:cover:0, Larch Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Teak Fence Gate Cover
thermaldynamics:cover:0, Teak Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Desert Acacia Fence Gate Cover
thermaldynamics:cover:0, Desert Acacia Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Lime Fence Gate Cover
thermaldynamics:cover:0, Lime Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Chestnut Fence Gate Cover
thermaldynamics:cover:0, Chestnut Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Wenge Fence Gate Cover
thermaldynamics:cover:0, Wenge Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Baobab Fence Gate Cover
thermaldynamics:cover:0, Baobab Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Sequoia Fence Gate Cover
thermaldynamics:cover:0, Sequoia Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Kapok Fence Gate Cover
thermaldynamics:cover:0, Kapok Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Ebony Fence Gate Cover
thermaldynamics:cover:0, Ebony Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Mahogany Fence Gate Cover
thermaldynamics:cover:0, Mahogany Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Balsa Fence Gate Cover
thermaldynamics:cover:0, Balsa Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Willow Fence Gate Cover
thermaldynamics:cover:0, Willow Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Walnut Fence Gate Cover
thermaldynamics:cover:0, Walnut Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Greenheart Fence Gate Cover
thermaldynamics:cover:0, Greenheart Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Cherry Fence Gate Cover
thermaldynamics:cover:0, Cherry Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Mahoe Fence Gate Cover
thermaldynamics:cover:0, Mahoe Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Poplar Fence Gate Cover
thermaldynamics:cover:0, Poplar Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Palm Fence Gate Cover
thermaldynamics:cover:0, Palm Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Papaya Fence Gate Cover
thermaldynamics:cover:0, Papaya Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Pine Fence Gate Cover
thermaldynamics:cover:0, Pine Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Plum Fence Gate Cover
thermaldynamics:cover:0, Plum Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Maple Fence Gate Cover
thermaldynamics:cover:0, Maple Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Citrus Fence Gate Cover
thermaldynamics:cover:0, Citrus Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Giant Sequoia Fence Gate Cover
thermaldynamics:cover:0, Giant Sequoia Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Ipe Fence Gate Cover
thermaldynamics:cover:0, Ipe Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Padauk Fence Gate Cover
thermaldynamics:cover:0, Padauk Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Cocobolo Fence Gate Cover
thermaldynamics:cover:0, Cocobolo Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Zebrawood Fence Gate Cover
thermaldynamics:cover:0, Zebrawood Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Oak Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Spruce Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Birch Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Jungle Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Acacia Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Dark Oak Fence Gate (Fireproof) Cover
thermaldynamics:cover:0, Larch Stairs Cover
thermaldynamics:cover:0, Teak Stairs Cover
thermaldynamics:cover:0, Desert Acacia Stairs Cover
thermaldynamics:cover:0, Lime Stairs Cover
thermaldynamics:cover:0, Chestnut Stairs Cover
thermaldynamics:cover:0, Wenge Stairs Cover
thermaldynamics:cover:0, Baobab Stairs Cover
thermaldynamics:cover:0, Sequoia Stairs Cover
thermaldynamics:cover:0, Kapok Stairs Cover
thermaldynamics:cover:0, Ebony Stairs Cover
thermaldynamics:cover:0, Mahogany Stairs Cover
thermaldynamics:cover:0, Balsa Stairs Cover
thermaldynamics:cover:0, Willow Stairs Cover
thermaldynamics:cover:0, Walnut Stairs Cover
thermaldynamics:cover:0, Greenheart Stairs Cover
thermaldynamics:cover:0, Cherry Stairs Cover
thermaldynamics:cover:0, Mahoe Stairs Cover
thermaldynamics:cover:0, Poplar Stairs Cover
thermaldynamics:cover:0, Palm Stairs Cover
thermaldynamics:cover:0, Papaya Stairs Cover
thermaldynamics:cover:0, Pine Stairs Cover
thermaldynamics:cover:0, Plum Stairs Cover
thermaldynamics:cover:0, Maple Stairs Cover
thermaldynamics:cover:0, Citrus Stairs Cover
thermaldynamics:cover:0, Giant Sequoia Stairs Cover
thermaldynamics:cover:0, Ipe Stairs Cover
thermaldynamics:cover:0, Padauk Stairs Cover
thermaldynamics:cover:0, Cocobolo Stairs Cover
thermaldynamics:cover:0, Zebrawood Stairs Cover
thermaldynamics:cover:0, Larch Stairs (Fireproof) Cover
thermaldynamics:cover:0, Teak Stairs (Fireproof) Cover
thermaldynamics:cover:0, Desert Acacia Stairs (Fireproof) Cover
thermaldynamics:cover:0, Lime Stairs (Fireproof) Cover
thermaldynamics:cover:0, Chestnut Stairs (Fireproof) Cover
thermaldynamics:cover:0, Wenge Stairs (Fireproof) Cover
thermaldynamics:cover:0, Baobab Stairs (Fireproof) Cover
thermaldynamics:cover:0, Sequoia Stairs (Fireproof) Cover
thermaldynamics:cover:0, Kapok Stairs (Fireproof) Cover
thermaldynamics:cover:0, Ebony Stairs (Fireproof) Cover
thermaldynamics:cover:0, Mahogany Stairs (Fireproof) Cover
thermaldynamics:cover:0, Balsa Stairs (Fireproof) Cover
thermaldynamics:cover:0, Willow Stairs (Fireproof) Cover
thermaldynamics:cover:0, Walnut Stairs (Fireproof) Cover
thermaldynamics:cover:0, Greenheart Stairs (Fireproof) Cover
thermaldynamics:cover:0, Cherry Stairs (Fireproof) Cover
thermaldynamics:cover:0, Mahoe Stairs (Fireproof) Cover
thermaldynamics:cover:0, Poplar Stairs (Fireproof) Cover
thermaldynamics:cover:0, Palm Stairs (Fireproof) Cover
thermaldynamics:cover:0, Papaya Stairs (Fireproof) Cover
thermaldynamics:cover:0, Pine Stairs (Fireproof) Cover
thermaldynamics:cover:0, Plum Stairs (Fireproof) Cover
thermaldynamics:cover:0, Maple Stairs (Fireproof) Cover
thermaldynamics:cover:0, Citrus Stairs (Fireproof) Cover
thermaldynamics:cover:0, Giant Sequoia Stairs (Fireproof) Cover
thermaldynamics:cover:0, Ipe Stairs (Fireproof) Cover
thermaldynamics:cover:0, Padauk Stairs (Fireproof) Cover
thermaldynamics:cover:0, Cocobolo Stairs (Fireproof) Cover
thermaldynamics:cover:0, Zebrawood Stairs (Fireproof) Cover
thermaldynamics:cover:0, Oak Wood Stairs (Fireproof) Cover
thermaldynamics:cover:0, Spruce Wood Stairs (Fireproof) Cover
thermaldynamics:cover:0, Birch Wood Stairs (Fireproof) Cover
thermaldynamics:cover:0, Jungle Wood Stairs (Fireproof) Cover
thermaldynamics:cover:0, Acacia Wood Stairs (Fireproof) Cover
thermaldynamics:cover:0, Dark Oak Wood Stairs (Fireproof) Cover
thermaldynamics:cover:0, Larch Door Cover
thermaldynamics:cover:0, Teak Door Cover
thermaldynamics:cover:0, Desert Acacia Door Cover
thermaldynamics:cover:0, Lime Door Cover
thermaldynamics:cover:0, Chestnut Door Cover
thermaldynamics:cover:0, Wenge Door Cover
thermaldynamics:cover:0, Baobab Door Cover
thermaldynamics:cover:0, Sequoia Door Cover
thermaldynamics:cover:0, Kapok Door Cover
thermaldynamics:cover:0, Ebony Door Cover
thermaldynamics:cover:0, Mahogany Door Cover
thermaldynamics:cover:0, Balsa Door Cover
thermaldynamics:cover:0, Willow Door Cover
thermaldynamics:cover:0, Walnut Door Cover
thermaldynamics:cover:0, Greenheart Door Cover
thermaldynamics:cover:0, Cherry Door Cover
thermaldynamics:cover:0, Mahoe Door Cover
thermaldynamics:cover:0, Poplar Door Cover
thermaldynamics:cover:0, Palm Door Cover
thermaldynamics:cover:0, Papaya Door Cover
thermaldynamics:cover:0, Pine Door Cover
thermaldynamics:cover:0, Plum Door Cover
thermaldynamics:cover:0, Maple Door Cover
thermaldynamics:cover:0, Citrus Door Cover
thermaldynamics:cover:0, Giant Sequoia Door Cover
thermaldynamics:cover:0, Ipe Door Cover
thermaldynamics:cover:0, Padauk Door Cover
thermaldynamics:cover:0, Cocobolo Door Cover
thermaldynamics:cover:0, Zebrawood Door Cover
thermaldynamics:cover:0, Apple Oak Leaves Cover
thermaldynamics:cover:0, Dark Oak Leaves Cover
thermaldynamics:cover:0, Silver Birch Leaves Cover
thermaldynamics:cover:0, Silver Lime Leaves Cover
thermaldynamics:cover:0, Common Walnut Leaves Cover
thermaldynamics:cover:0, Sweet Chestnut Leaves Cover
thermaldynamics:cover:0, Hill Cherry Leaves Cover
thermaldynamics:cover:0, Lemon Leaves Cover
thermaldynamics:cover:0, Plum Leaves Cover
thermaldynamics:cover:0, Sugar Maple Leaves Cover
thermaldynamics:cover:0, Red Spruce Leaves Cover
thermaldynamics:cover:0, Mundane Larch Leaves Cover
thermaldynamics:cover:0, Bull Pine Leaves Cover
thermaldynamics:cover:0, Coast Sequoia Leaves Cover
thermaldynamics:cover:0, Giant Sequoia Leaves Cover
thermaldynamics:cover:0, Jungle Leaves Cover
thermaldynamics:cover:0, Teak Leaves Cover
thermaldynamics:cover:0, Ipe Leaves Cover
thermaldynamics:cover:0, Kapok Leaves Cover
thermaldynamics:cover:0, Myrtle Ebony Leaves Cover
thermaldynamics:cover:0, Zebrawood Leaves Cover
thermaldynamics:cover:0, Yellow Meranti Leaves Cover
thermaldynamics:cover:0, Acacia Leaves Cover
thermaldynamics:cover:0, Desert Acacia Leaves Cover
thermaldynamics:cover:0, Padauk Leaves Cover
thermaldynamics:cover:0, Balsa Leaves Cover
thermaldynamics:cover:0, Cocobolo Leaves Cover
thermaldynamics:cover:0, Wenge Leaves Cover
thermaldynamics:cover:0, Grandidier's Baobab Leaves Cover
thermaldynamics:cover:0, Blue Mahoe Leaves Cover
thermaldynamics:cover:0, White Willow Leaves Cover
thermaldynamics:cover:0, Sipiri Leaves Cover
thermaldynamics:cover:0, Papaya Leaves Cover
thermaldynamics:cover:0, Date Palm Leaves Cover
thermaldynamics:cover:0, White Poplar Leaves Cover
thermaldynamics:cover:0, Block of Charcoal Cover
thermaldynamics:cover:0, Wood Pile Cover
thermaldynamics:cover:0, Decorative Wood Pile Cover
thermaldynamics:cover:0, Loam Cover
thermaldynamics:cover:0, Mutagen Cover
thermaldynamics:cover:0, Liquid DNA Cover
thermaldynamics:cover:0, Protein Cover
thermaldynamics:cover:0, Steam Cover
thermaldynamics:cover:0, Syngas Cover
thermaldynamics:cover:0, Copper Ore Cover
thermaldynamics:cover:0, Tin Ore Cover
thermaldynamics:cover:0, Lead Ore Cover
thermaldynamics:cover:0, Thorium Ore Cover
thermaldynamics:cover:0, Uranium Ore Cover
thermaldynamics:cover:0, Boron Ore Cover
thermaldynamics:cover:0, Lithium Ore Cover
thermaldynamics:cover:0, Magnesium Ore Cover
thermaldynamics:cover:0, Copper Block Cover
thermaldynamics:cover:0, Tin Block Cover
thermaldynamics:cover:0, Lead Block Cover
thermaldynamics:cover:0, Thorium Block Cover
thermaldynamics:cover:0, Uranium Block Cover
thermaldynamics:cover:0, Boron Block Cover
thermaldynamics:cover:0, Lithium Block Cover
thermaldynamics:cover:0, Magnesium Block Cover
thermaldynamics:cover:0, Graphite Block Cover
thermaldynamics:cover:0, Beryllium Block Cover
thermaldynamics:cover:0, Zirconium Block Cover
thermaldynamics:cover:0, Fission Reactor Casing Cover
thermaldynamics:cover:0, Blast Block Cover
thermaldynamics:cover:0, Transparent Fission Reactor Casing Cover
thermaldynamics:cover:0, Reactor Cell Cover
thermaldynamics:cover:0, Empty Cooler Cover
thermaldynamics:cover:0, Water Cooler Cover
thermaldynamics:cover:0, Redstone Cooler Cover
thermaldynamics:cover:0, Quartz Cooler Cover
thermaldynamics:cover:0, Gold Cooler Cover
thermaldynamics:cover:0, Glowstone Cooler Cover
thermaldynamics:cover:0, Lapis Cooler Cover
thermaldynamics:cover:0, Diamond Cooler Cover
thermaldynamics:cover:0, Liquid Helium Cooler Cover
thermaldynamics:cover:0, Enderium Cooler Cover
thermaldynamics:cover:0, Cryotheum Cooler Cover
thermaldynamics:cover:0, Iron Cooler Cover
thermaldynamics:cover:0, Emerald Cooler Cover
thermaldynamics:cover:0, Copper Cooler Cover
thermaldynamics:cover:0, Tin Cooler Cover
thermaldynamics:cover:0, Magnesium Cooler Cover
thermaldynamics:cover:0, Reactor Trapdoor Cover
thermaldynamics:cover:0, Depleted Thorium Block Cover
thermaldynamics:cover:0, Depleted Uranium Block Cover
thermaldynamics:cover:0, Depleted Neptunium Block Cover
thermaldynamics:cover:0, Depleted Plutonium Block Cover
thermaldynamics:cover:0, Depleted Americium Block Cover
thermaldynamics:cover:0, Depleted Curium Block Cover
thermaldynamics:cover:0, Depleted Berkelium Block Cover
thermaldynamics:cover:0, Depleted Californium Block Cover
thermaldynamics:cover:0, Supercold Ice Cover
thermaldynamics:cover:0, Fusion Connector Cover
thermaldynamics:cover:0, Glowing Mushroom Cover
thermaldynamics:cover:0, Wasteland Earth Cover
translocators:diamond_nugget, Diamond Nugget
translocators:translocator_part:0, Item Translocator
translocators:translocator_part:1, Liquid Translocator
wct:wct, Wireless Crafting Terminal
wct:wct_creative, Creative Wireless Crafting Terminal
wct:magnet_card, Magnet Card
wct:infinity_booster_card, Infinity Booster Card
libvulpes:blockphantom, tile.blockPhantom.name
libvulpes:hatch:0, Input Hatch
libvulpes:hatch:1, Output Hatch
libvulpes:hatch:2, Fluid Input Hatch
libvulpes:hatch:3, Fluid Output Hatch
libvulpes:placeholder, Machine
libvulpes:structuremachine, Machine Structure
libvulpes:creativepowerbattery, Creative Power Input Plug
libvulpes:forgepowerinput, Power Input Plug
libvulpes:forgepoweroutput, Power Output Plug
libvulpes:coalgenerator, Coal Generator
libvulpes:motor, Motor
libvulpes:advancedmotor, Advanced Motor
libvulpes:enhancedmotor, Enhanced Motor
libvulpes:elitemotor, Elite Motor
libvulpes:advstructuremachine, Advanced Machine Structure
libvulpes:productdust:0, Dilithium Dust
libvulpes:productdust:1, Iron Dust
libvulpes:productdust:2, Gold Dust
libvulpes:productdust:3, Silicon Dust
libvulpes:productdust:4, Copper Dust
libvulpes:productdust:5, Tin Dust
libvulpes:productdust:6, Steel Dust
libvulpes:productdust:7, Titanium Dust
libvulpes:productdust:9, Aluminum Dust
libvulpes:productdust:10, Iridium Dust
libvulpes:productingot:3, Silicon Ingot
libvulpes:productingot:4, Copper Ingot
libvulpes:productingot:5, Tin Ingot
libvulpes:productingot:6, Steel Ingot
libvulpes:productingot:7, Titanium Ingot
libvulpes:productingot:9, Aluminum Ingot
libvulpes:productingot:10, Iridium Ingot
libvulpes:productcrystal:0, Dilithium Crystal
libvulpes:productboule:3, Silicon Boule
libvulpes:productnugget:3, Silicon Nugget
libvulpes:productnugget:4, Copper Nugget
libvulpes:productnugget:5, Tin Nugget
libvulpes:productnugget:6, Steel Nugget
libvulpes:productnugget:7, Titanium Nugget
libvulpes:productnugget:9, Aluminum Nugget
libvulpes:productnugget:10, Iridium Nugget
libvulpes:productplate:1, Iron Plate
libvulpes:productplate:2, Gold Plate
libvulpes:productplate:3, Silicon Plate
libvulpes:productplate:4, Copper Plate
libvulpes:productplate:5, Tin Plate
libvulpes:productplate:6, Steel Plate
libvulpes:productplate:7, Titanium Plate
libvulpes:productplate:9, Aluminum Plate
libvulpes:productplate:10, Iridium Plate
libvulpes:productrod:1, Iron Rod
libvulpes:productrod:4, Copper Rod
libvulpes:productrod:6, Steel Rod
libvulpes:productrod:7, Titanium Rod
libvulpes:productrod:10, Iridium Rod
libvulpes:productfan:6, Steel Fan
libvulpes:productsheet:1, Iron Sheet
libvulpes:productsheet:4, Copper Sheet
libvulpes:productsheet:6, Steel Sheet
libvulpes:productsheet:7, Titanium Sheet
libvulpes:productsheet:9, Aluminum Sheet
libvulpes:productgear:6, Steel Gear
libvulpes:productgear:7, Titanium Gear
libvulpes:ore0:0, Dilithium Ore
libvulpes:ore0:4, Copper Ore
libvulpes:ore0:5, Tin Ore
libvulpes:ore0:8, Rutile Ore
libvulpes:ore0:9, Aluminum Ore
libvulpes:ore0:10, Iridium Ore
libvulpes:metal0:4, Copper Block
libvulpes:metal0:5, Tin Block
libvulpes:metal0:6, Steel Block
libvulpes:metal0:7, Titanium Block
libvulpes:metal0:9, Aluminum Block
libvulpes:metal0:10, Iridium Block
libvulpes:coil0:2, Gold Coil
libvulpes:coil0:4, Copper Coil
libvulpes:coil0:7, Titanium Coil
libvulpes:coil0:9, Aluminum Coil
libvulpes:coil0:10, Iridium Coil
advancedrocketry:datapipe, Data Cable(Deprecated)
advancedrocketry:energypipe, Energy Pipe(Deprecated)
advancedrocketry:liquidpipe, Liquid Pipe(Deprecated)
advancedrocketry:launchpad, Launch Pad
advancedrocketry:rocketbuilder, Rocket Assembling Machine
advancedrocketry:structuretower, Structure Tower
advancedrocketry:seat, Seat
advancedrocketry:rocketmotor, Liquid Fueled Engine
advancedrocketry:advrocketmotor, Advanced Rocket Engine
advancedrocketry:fueltank, Liquid Fuel Tank
advancedrocketry:fuelingstation, Fueling station
advancedrocketry:monitoringstation, Rocket Monitoring Station
advancedrocketry:satellitebuilder, Satellite Builder
advancedrocketry:moonturf, Moon Turf
advancedrocketry:moonturf_dark, Dark Moon Turf
advancedrocketry:hotturf, Oxidized Ferric Sand
advancedrocketry:loader:0, Data Bus
advancedrocketry:loader:1, Satellite Bay
advancedrocketry:loader:2, Rocket Unloader
advancedrocketry:loader:3, Rocket Loader
advancedrocketry:loader:4, Rocket Fluid Unloader
advancedrocketry:loader:5, Rocket Fluid Loader
advancedrocketry:loader:6, Guidance Computer Access Hatch
advancedrocketry:precisionassemblingmachine, Precision Assembler
advancedrocketry:blastbrick, HeatProof Brick
advancedrocketry:quartzcrucible, Quartz Crucible
advancedrocketry:crystallizer, Crystallizer
advancedrocketry:cuttingmachine, Cutting Machine
advancedrocketry:alienwood, Wood
advancedrocketry:alienleaves, Lightwood Leaves
advancedrocketry:aliensapling, Lightwood Sapling
advancedrocketry:observatory, Observatory
advancedrocketry:concrete, Concrete
advancedrocketry:planetselector, Planet Selector
advancedrocketry:satellitecontrolcenter, Satellite Terminal
advancedrocketry:planetanalyser, Astrobody Data Processor
advancedrocketry:guidancecomputer, Guidance Computer
advancedrocketry:arcfurnace, Electric Arc Furnace
advancedrocketry:sawblade, Saw Blade Assembly
advancedrocketry:lathe, Lathe
advancedrocketry:rollingmachine, Rolling Machine
advancedrocketry:platepress, Small Plate Presser
advancedrocketry:stationbuilder, Space Station Assembler
advancedrocketry:electrolyser, Electrolyser
advancedrocketry:chemicalreactor, Chemical Reactor
advancedrocketry:oxygenscrubber, CO2 Scrubber
advancedrocketry:oxygenvent, Oxygen Vent
advancedrocketry:oxygencharger, Gas Charge Pad
advancedrocketry:airlock_door, tile.smallAirlockDoor.name
advancedrocketry:landingpad, Docking Pad
advancedrocketry:warpcore, Warp Core
advancedrocketry:warpmonitor, Warp Controller
advancedrocketry:oxygendetection, Atmosphere Detector
advancedrocketry:unlittorch, Extinguished Torch
advancedrocketry:geode, Geode Block
advancedrocketry:oxygenfluid, Oxygen
advancedrocketry:hydrogenfluid, Hydrogen
advancedrocketry:rocketfuel, Rocket Fuel
advancedrocketry:nitrogenfluid, Nitrogen
advancedrocketry:vitrifiedsand, Vitrified Sand
advancedrocketry:charcoallog, Charcoal Log
advancedrocketry:electricmushroom, Electric Mushroom
advancedrocketry:crystal:0, Violet Crystal Block
advancedrocketry:crystal:1, Blue Crystal Block
advancedrocketry:crystal:2, Green Crystal Block
advancedrocketry:crystal:3, Red Crystal Block
advancedrocketry:crystal:4, Yellow Crystal Block
advancedrocketry:crystal:5, Orange Crystal Block
advancedrocketry:orientationcontroller, Orientation Controller
advancedrocketry:gravitycontroller, Gravity Controller
advancedrocketry:drill, Drill
advancedrocketry:microwavereciever, Microwave Receiver
advancedrocketry:lightsource, tile.lightSource.name
advancedrocketry:solarpanel, Solar Panel
advancedrocketry:suitworkstation, Suit Workstation
advancedrocketry:biomescanner, Biome Scanner
advancedrocketry:terraformer, Atmosphere Terraformer
advancedrocketry:deployablerocketbuilder, Unmanned Vehicle Assembler
advancedrocketry:liquidtank, Pressurized Tank
advancedrocketry:intake, Gas Intake
advancedrocketry:circlelight, Station Light
advancedrocketry:solargenerator, Solar Generator
advancedrocketry:stationmarker, Station Docking Port
advancedrocketry:altitudecontroller, Altitude Controller
advancedrocketry:railgun, Railgun
advancedrocketry:astrobed, tile.astroBed.name
advancedrocketry:planetholoselector, Holographic Planet Selector
advancedrocketry:blocklens, Lens
advancedrocketry:forcefield, Force Field
advancedrocketry:forcefieldprojector, Force Field Projector
advancedrocketry:pipesealer, Pipe Seal
advancedrocketry:spaceelevatorcontroller, Space Elevator
advancedrocketry:beacon, Beacon
advancedrocketry:planks, Lightwood planks
advancedrocketry:thermitetorch, Thermite Torch
advancedrocketry:wirelesstransciever, Wireless Transciever
advancedrocketry:gravitymachine, Gravity Controller
advancedrocketry:spacelaser, Orbital Laser Drill
advancedrocketry:productdust:0, Titanium Aluminide Dust
advancedrocketry:productdust:1, Titanium Iridium Alloy Dust
advancedrocketry:productingot:0, Titanium Aluminide Ingot
advancedrocketry:productingot:1, Titanium Iridium Alloy Ingot
advancedrocketry:productnugget:0, Titanium Aluminide Nugget
advancedrocketry:productnugget:1, Titanium Iridium Alloy Nugget
advancedrocketry:productplate:0, Titanium Aluminide Plate
advancedrocketry:productplate:1, Titanium Iridium Alloy Plate
advancedrocketry:productrod:0, Titanium Aluminide Rod
advancedrocketry:productrod:1, Titanium Iridium Alloy Rod
advancedrocketry:productsheet:0, Titanium Aluminide Sheet
advancedrocketry:productsheet:1, Titanium Iridium Alloy Sheet
advancedrocketry:productgear:0, Titanium Aluminide Gear
advancedrocketry:productgear:1, Titanium Iridium Alloy Gear
advancedrocketry:metal0:0, Titanium Aluminide Block
advancedrocketry:metal0:1, Titanium Iridium Alloy Block
thaumcraft:ore_amber, Amber Bearing Stone
thaumcraft:ore_cinnabar, Cinnabar Ore
thaumcraft:ore_quartz, Quartz Ore
thaumcraft:crystal_aer, Air Crystal
thaumcraft:crystal_ignis, Fire Crystal
thaumcraft:crystal_aqua, Water Crystal
thaumcraft:crystal_terra, Earth Crystal
thaumcraft:crystal_ordo, Order Crystal
thaumcraft:crystal_perditio, Entropy Crystal
thaumcraft:crystal_vitium, Flux Crystal
thaumcraft:stone_arcane, Arcane Stone
thaumcraft:stone_arcane_brick, Arcane Stone Brick
thaumcraft:stone_ancient, Ancient Stone
thaumcraft:stone_ancient_tile, Ancient Stone Tile
thaumcraft:stone_ancient_rock, Ancient Rock
thaumcraft:stone_ancient_glyphed, Glyphed Stone
thaumcraft:stone_ancient_doorway, Ancient Barrier
thaumcraft:stone_eldritch_tile, Eldritch Stone
thaumcraft:stone_porous, Porous Stone
thaumcraft:stairs_arcane, Arcane Stone Stairs
thaumcraft:stairs_arcane_brick, Arcane Brick Stairs
thaumcraft:stairs_ancient, Ancient Stone Stairs
thaumcraft:slab_arcane_stone:0, Arcane Stone Slab
thaumcraft:slab_arcane_brick:0, Arcane Brick Slab
thaumcraft:slab_ancient:0, Ancient Stone Slab
thaumcraft:slab_eldritch:0, Eldritch Stone Slab
thaumcraft:sapling_greatwood, Greatwood Sapling
thaumcraft:sapling_silverwood, Silverwood Sapling
thaumcraft:log_greatwood, Greatwood Log
thaumcraft:log_silverwood, Silverwood Log
thaumcraft:leaves_greatwood, Greatwood Leaves
thaumcraft:leaves_silverwood, Silverwood Leaves
thaumcraft:shimmerleaf, Shimmerleaf
thaumcraft:cinderpearl, Cinderpearl
thaumcraft:vishroom, Vishroom
thaumcraft:plank_greatwood, Greatwood Planks
thaumcraft:plank_silverwood, Silverwood Planks
thaumcraft:stairs_greatwood, Greatwood Stairs
thaumcraft:stairs_silverwood, Silverwood Stairs
thaumcraft:slab_greatwood:0, Greatwood Slab
thaumcraft:slab_silverwood:0, Silverwood Slab
thaumcraft:amber_block, Amber Block
thaumcraft:amber_brick, Amber Bricks
thaumcraft:flesh_block, Block of Flesh
thaumcraft:loot_crate_common, Common Crate
thaumcraft:loot_crate_uncommon, Uncommon Crate
thaumcraft:loot_crate_rare, Rare Crate
thaumcraft:loot_urn_common, Common Urn
thaumcraft:loot_urn_uncommon, Uncommon Urn
thaumcraft:loot_urn_rare, Rare Urn
